Miranda Lambert,You Wouldn’t Know Me,The Weight of These Wings,11570,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.524,38,NaN,0.82,0.708,199813,-6.712,219,"You wouldn't know me
If you saw me here
Wake up at your front door no more
You'll never know me by askin' how I been
You'll never keep up that way

Stop sign  stop sign
That's all she threw at me
'Til I don't feel like home no more
Wings on fire  I caught outside of a brand new home
Buried in your heels

I told her
You wouldn't know me
If you saw me here
Wake up at your front door no more
You'll never know me by askin' how I been
You'll never keep up that way
That's what I say

Bad news is better than what you've been handing me
What's gone wrong with you my friend
Promise me  promise me
Don't ask that of me now
Won't you just send me some word

I told her
You wouldn't know me
If you saw me here
I'm changing day to day  that's right
You'll never know me by askin' how I been
You'll never keep up that way
That's what I say

I told her
You wouldn't know me
If you saw me here
I'm changing day to day  that's right
You'll never know me by askin' how I been
You'll never keep up that way

Well you wouldn't know me
You wouldn't know me"
Miranda Lambert,To Learn Her,The Weight of These Wings,10527,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.442,42,NaN,0.406,0.308,227893,-8.14,161,"To love her is to learn her
And see her at her worst
Dance with her when she's drinking
Hold her when she hurts

She'll be happy  you'll be sorry
Well  that's just how it works
To love her is to learn her
Some things you just can't learn

You'll meet her momma  you'll love her daddy
You'll know how much she's worth
You'll have Thanksgiving dinners
And Sunday morning church

You'll be true and you'll be tried
But the tables always turn
To love her is to learn her
Some things you just can't learn

It's a lesson  it's a blessing
You don't know everything
If you take her you might hate her
And be left with just a ring

To love her is to lose her
Hey  that's just how it works
To love her is to learn her
Some things you just can't learn

Oh  to love her is to learn her
Some things you just can't learn"
Miranda Lambert,Pushin’ Time,The Weight of These Wings,10090,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.503,45,NaN,0.179,0.321,213587,-13.064,188,"Are we fools for rushing in?
'Cause I already dread the end
Lonely ain't no place to start
I guess that's just where we are
Oh  how I remember well
The sunset on September 12th
I disappeared to get a drink
You still kept your eyes on me

Sometimes love acts out of spite
And good things happen over night
Can't take it slow 'cause you and I are pushin' time

I didn't plan on falling fast
I didn't know I could be kissed like that
Now I'm trading miles for minutes
This bed's too big without you in it

Sometimes love acts out of spite
And good things happen over night
Can't take it slow 'cause you and I are pushin' time
You and I are pushin' time

And they say only time can tell
You already know me well
If it has to end in tears
I hope it's in 60 years

Sometimes love acts out of spite
And good things happen over night
Can't take it slow cause you and I are pushin' time
Can't take it slow cause you and I are pushin' time"
Miranda Lambert,Keeper of the Flame,The Weight of These Wings,9986,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.622,43,NaN,0.673,0.337,239733,-6.372,232,"I'm walking in their footsteps
I'm singing their old songs
Somebody blazed this trail
I'm treadin' on
I'm bent  but I'm not broken
I'm stronger than I feel
I'm made of flesh and bone
Not made of steel

I'm the keeper of the flame
The teller of the story
Keeper of the flame
For the ones that came before me
For the little pilot lights waiting to ignite
Like fireflies in the rain
Keeper of the flame

I've been burned out to ashes
Waiting for a wind
To carry me and start a fire again
Sometimes I'm just a flicker
A candle in your eye
But I swear to God
I'll never let it die

I'm the keeper of the flame
The teller of the story
Keeper of the flame
For the ones that came before me
For the little pilot lights waiting to ignite
Like fireflies in the rain
Keeper of the flame

When I'm drowning
When I'm fighting
When I'm screaming
When I'm hiding
When I'm losing
When I'm winning
I go back to
The beginning

Keeper of the flame
The teller of the story
Keeper of the flame
I'm not doing it for the glory
But for those little pilot lights waiting to ignite
Like fireflies in the rain
Keeper of the flame
I'm the keeper of the flame
Ooooh  oooh
I'm the keeper of the flame
Ooooh  oooh"
Miranda Lambert,Things That Break,The Weight of These Wings,9809,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.511,39,NaN,0.563,0.459,227667,-8.881,211,"I was born a bull in a china cabinet
Drawn to the delicate like it's a magnet
Perfume bottles on a mirror tray
Tempered glass on a window pane
Timeless face on a pocket watch
Time is ticking

I leave it all in ruins
'Cause I don't know what I'm doing
I'm hard on things that matter
Hold a heart so tight it shatters
So I stay away from things that break

Can't make a man a promise
With the best of intentions
Drive two hundred miles on a rundown engine
Put a blanket underneath a hollow tree
When the wind blows hard it will fall on me
Stick around long enough and you will see
Time is ticking

I leave it all in ruins
'Cause I don't know what I'm doing
I'm hard on things that matter
Hold a heart so tight it shatters
So I stay away from things that break

Me  I don't ever wanna get too close
Or be held responsible
For all the pain that you can't see
Somebody once broke me

I leave it all in ruins
'Cause I don't know what I'm doing
I'm hard on things that matter
Hold a heart so tight it shatters
So I stay away from things that break"
Miranda Lambert,Ugly Lights,The Weight of These Wings,9536,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.444,41,NaN,0.825,0.439,181480,-4.605,265,"I don't remember when the liquor started kicking in
It's been a while since I been off the stuff
I really hate to say I'm turning into a cliché
I'm hoping that nobody brings it up
I left my car behind the bar again last Sunday night
I did the Monday morning drive of shame
And last night's clothes they smell like smoke
But I don't know how I got home
But I do know my head'll hurt all day

But I still go and stay too late
And be the girl bartenders hate
The one that doesn't need another one
When the Romeos and Juliets
Have bummed all of my cigarettes
The last kiss in the parking lot is done
I'll be sitting here alone
When the ugly lights come on

Well everybody's got a spark
It's easy hiding in the dark
In a crowded room with pockets full of rings
I sit and watch the whiskey pour
The married men  the exit door
The beginning of another matchbook fling
And I don't try to justify
The reason I'm not living right
I wear my sadness like a souvenir
I drink too much to fall apart that's how I fight this broken heart
So what  if I feel comfortable in here

'Cause I still go and stay too late
And be the girl bartenders hate
The one that doesn't need another one
When the Romeos and Juliets
Have bummed all of my cigarettes
The last kiss in the parking lot is done
I'll be sitting here alone
When the ugly lights come on
Hey"
Miranda Lambert,It All Comes Out in the Wash,Wildcard,8806,2019-07-18,0,73,contemporary country / country / country dawn / country road,2201305,0.6,4,NaN,0.738,0.916,214467,-4.963,380,"If you wear a white shirt to a crawfish boil
Stonewashed jeans while you're changing the oil
When you find yourself dating the bridesmaid's ex
You accidentally bring him to the wedding  whoops
If you pour yourself a Merlot to go
You dip your fries in your ketchup on a bumpy road
You spill the beans to your mama  sister got knocked up
In a truck at the 7-Eleven  don't sweat it

'Cause it'll all come out  all come out in the wash
It'll all come out  all come out in the wash
Every little stain  every little heartbreak
No matter how messy it got
You take the sin and the men and you throw 'em all in
And you put that sucker on spin

You got frisky with your boss at the copy machine
You drunk-dialed your ex-husband  don't remember a thing
Had a fancy dinner at your mother-in-law's
Spilled A1 Sauce on her table cloth
Don't sweat it  a Tide stick will get it

It'll all come out  all come out in the wash
(All come out in the wash)
And it'll all come out  all come out in the wash
(All come out in the wash)
Every little stain  every little heartbreak
No matter how messy it got
You take the sin and the men and you throw 'em all in
And you put that sucker on spin
Put that sucker on spin
You gotta put that sucker on spin

And the laundry list goes like this
Every teardrop  every white lie
Every dirty cotton sheet  let it line dry
All the mistakes  all the wild streaks
That's why the good Lord made bleach  oh-oh

'Cause it'll all come out  all come out in the wash
(All come out in the wash)
It'll all come out  all come out in the wash
(All come out in the wash)
Every little stain  every little heartbreak
No matter how messy it got
You take the sin and the men and you throw 'em all in
And you put that sucker on spin
Put that sucker on spin
Yeah  put that sucker on spin

Yeah  you put that sucker on spin
And around and around and around and around we go
'Round and around and around and around we go"
Miranda Lambert,Use My Heart,The Weight of These Wings,8786,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.361,40,NaN,0.658,0.169,230253,-9.365,198,"I can throw a line but I can't reel it in
I can throw a dart but I can't make it stick

The thought of loving you just makes me sick
I don't have the nerve to use my heart
I don't have the nerve to use my heart

I can write the line but I can't sing the song
I can call my momma but I won't go home

The thought of loving you just makes me sick
I don't have the nerve to use my heart
I don't have the nerve to use my heart

I won't throw a punch but I will turn my cheek
I don't go to church no more but that's what I believe

I don't give two shits no more or so I say
It wouldn't make a difference to you anyway

That thought of loving you just makes me sick
I don't have the nerve to use my heart
I don't have the nerve to use my heart
I don't have the nerve to use my heart
I don't have the nerve to use my heart

Mmmmm
I don't have the nerve to use my heart
Mmmmm
Use my heart"
Miranda Lambert,Getaway Driver,The Weight of These Wings,8166,2016-11-18,0,73,contemporary country / country / country dawn / country road,2201305,0.59,35,NaN,0.545,0.244,233853,-8.881,146,"When she's feeling reckless
Tangled in her messes
Wild eyes lookin' for a chase
There's nothing white lines can't erase

So I keep the engine running
She'll be my gasoline
She treats my heart like a stolen car
All the while she had the keys
Standing in the line of fire
I'll be right beside her
I'm her getaway driver
Her getaway driver

Miles were the only thing that saved us
Headlights were our only traces
No rear-view mirror  no looking back
Desert horizon as our map

So I keep the engine running
She'll be my gasoline
She treats my heart like a stolen car
All the while she had the keys
Standing in the line of fire
I'll be right beside her
I'm her getaway driver
Her getaway driver

A lover and a fighter
Bonnie and Clyde reminder
I'm her getaway driver
Her getaway driver"
Miranda Lambert,Bluebird,Wildcard,8048,2019-08-15,0,73,contemporary country / country / country dawn / country road,2201305,0.661,69,NaN,0.633,0.613,209760,-5.986,311,"Ooh
Ooh 

Yeah   I'm a turner
I turn pages all the time
Don't like where I'm at
34  was bad  so I just turn to 35
Yeah   I'm a keeper
I keep digging down for the deep
Like  the records I'm playing
They might keep you waiting
But you know I'm only playing for keeps

And if the house just keeps on winning
I  got a wildcard up my sleeve
And if love keeps giving me lemons
I'll just mix 'em in my drink
And if the whole wide world stops singing
And all the stars go dark
I'll keep a light on in my soul
Keep a bluebird in my heart

Ooh
Ooh

Well  I'm a giver
Yeah  and I'm still giving 'em hell
Forgiving's pretty hard
So I made an art out of forgettin' 'em well
Yeah  I'm a rhymer
I can turn 20 cents into a 10
And if I get confused and I start to lose
I rhyme a dime 'til it all makes sense

And if the house just keeps on winning
I got a wildcard up my sleeve
And if love keeps giving me lemons
I'll just mix 'em in my drink
And if the whole wide world stops singing
And all the stars go dark
I turn a light on in my soul
And keep a bluebird in my heart

Ooh
Ooh

And if the house just keeps on winning
I got a wildcard up my sleeve
And if love starts giving me lemons
Just mix 'em in my drink
And if the whole wide world stops singing
And all the stars go dark
I'll keep a light on in my soul
Keep a bluebird in my heart
I'll keep a light on in my soul
Keep a bluebird in my heart
Keep a bluebird in my heart

Ooh
And the bluebird sings
Ooh"
In Hearts Wake,Arrow,Ark,7576,2017-05-26,0,49,australian metalcore / melodic metalcore / metalcore,88755,0.229,12,NaN,0.724,0.121,287518,-4.151,326,"Dear world
I found home on your horizon
Resting safely
Along your shores
I had it all
My shelter on your island
Never knowing
Or asking for more
Do you ever wonder what we could have been?
Every gift you give  gone with the wind
We wore away the bond before it could begin
Two halves of a soul
Two hearts in the dark
I held the match and you held the spark
Two halves of a soul
Two hearts in the dark
So close yet so far apart
I was the bow
And you were the arrow
Straight through the heart
Broken apart
Beneath bone and marrow
I was the air
And you were the fire
We danced in the flames
Til nothing remains
Our moment expired
Why do we destroy one another
If there was a time we understood each other?
You know I gave you all I could
It was never enough
You've broken this trust
And left me to rust
Like I knew you would
Two halves of a soul
Two hearts in the dark
I held the match and you held the spark
Two halves of a soul
Two hearts in the dark
So close yet so far apart
I was the bow
And you were the arrow
Straight through the heart
Broken apart
Beneath bone and marrow
I was the air
And you were the fire
We danced in the flames
Til nothing remains
Our moment expired
Don't let our past turn to dust
The best memories will remember us
I'm sorry that I let you down
Don't let our past turn to dust
The best memories will remember us
I needed to let you know I wouldn't let you go
I was the bow
And you were the arrow
Straight through the heart
Broken apart
Beneath bone and marrow
I was the air
And you were the fire
We danced in the flames
Til nothing remains
Our moment expired"
In Hearts Wake,Passage,Ark,6489,2017-04-25,0,49,australian metalcore / melodic metalcore / metalcore,88755,0.413,0,NaN,0.867,0.215,199720,-3.476,216,"We're taking on water
How long do you think we'll last
Before we have to abandon ship?
I see the end and it's coming fast
We started this war
So why are we surprised that the Earth fought back?
Thunder cracks like a broken back
Close your eyes  brace for the impact
Brace for the impact
All we want is safe passage
But you can't set sail when the sails are damaged
I can’t stand it

Who's steering the ship?
We just drift in the eye of the storm
Who's steering the ship?
Don't let it slip
Resist! Resist!

We've torn apart this precious ark as fuel for the fire
A charred and blackened future sold to the highest buyer
All we want is safe passage
But you can't set sail when the sails are damaged
I can’t stand it

Who's steering the ship?
We just drift in the eye of the storm
Who's steering the ship?
Don't let it slip
Resist! Resist!

Pull me up from the undertow
Follow the sun  let the wind fill our sails
Pull me up from the undertow
Chart a new course  and the ark will prevail

Who's steering the ship?
We just drift in the eye of the storm
Who's steering the ship?
Don't let it slip
Resist! Resist!"
In Hearts Wake,Frequency,Ark,5847,2017-05-26,0,49,australian metalcore / melodic metalcore / metalcore,88755,0.42,31,NaN,0.878,0.205,239883,-4.092,215,"Watch the stars shine through a telescope lost in time
The silver moon light will carry me through the night
For years I've carved the coastline
Never knowing where I belong
Drifting away falling into the fray
Where did I go wrong?

What is your frequency? (Somebody save me)
I'm begging please don't shut me out
I need you desperately (Why can't you hear me?)
Listen in before I drop out

Hear the rainfall in the lullaby of the tide
The lightning storm calls in the valleys of the great divide
This lonely heart has no home
Where is the help I can hold onto?
Sinking below I continue to roam
Always in search of you

What is your frequency? (Somebody save me)
I'm begging please don't shut me out
I need you desperately (Why can't you hear me?)
Listen in before I drop out

Some day  I will find you
Trust me I know
We are all lost souls
Searching for connection
Put the pain behind you
Resurface  find purpose
Recognize the strength in your own reflection

What is your frequency? What is your frequency?
What is your frequency? (Somebody save me)
I'm begging please don't shut me out
I need you desperately (Why can't you hear me?)
Listen in before I drop out"
In Hearts Wake,Nomad,Ark,0,2017-05-26,0,49,australian metalcore / melodic metalcore / metalcore,88755,0.45,29,NaN,0.937,0.174,254031,-3.589,253,"I am the king of my own kingdom
The only population is number one
I hold the key to my own freedom
But there are many miles to go
Down the open road

Far from the home  I was born to roam
Lost at last  I have set no path
I am what I create  my past evaporates
Leaving this life  I will say goodbye

So long; I won't stay where I don't belong (Don't belong)
The higher I climb  the more I leave behind
So let go; the hardest part is holding on (Holding on)
But the higher you climb  the brighter you shine

Follow my lead
Find your own domain
Out in the wilderness
You create your name
There's no wrong turns  only different ways
But there are many miles to go
Down the open road

Far from the home  I was born to roam
Lost at last  I have set no path
My vivid dreams take flight  into the clearest night
Leaving this life  I will say goodbye

So long; I won't stay where I don't belong (Don't belong)
The higher I climb  the more I leave behind (Leave behind)
So let go; the hardest part is holding on (Holding on)
But the higher you climb  the brighter you shine

I am the king of my own kingdom
I hold the key to my own freedom

Liberate me!
Liberate me!

I am the king of my own kingdom
Liberate me
I hold the key to my own freedom
Liberate me"
In Hearts Wake,Earthwalker,Earthwalker,0,2014-06-01,1,49,australian metalcore / melodic metalcore / metalcore,88755,0.409,43,NaN,0.983,0.297,234906,-1.941,274,"We began as the Earthwalkers shaping a dream (Shaping a dream)
We were the bright sparks of a newborn flame
Born among seven billion
We were the hope interwoven in the web of life
Power always moves in circles
Infinite beyond all sense of time (Sense of time)
This is the force that binds
Earthwalkers  we journey on

We give everything  everything just to feel alive (Just to feel alive)
We're following the signs that light the way (Light the way)
We keep dreaming  this feeling there's no need to hide
We just keep following the signs (Following the signs)

Now with one dream and many years on
We are the embers that never fade away
Power always moves in circles
Fathomless  passionate
Won't you dream with us now?
Won't you dream with us now?
Earthwalkers  we journey on

We give everything  everything just to feel alive (Just to feel alive)
We're following the signs that light the way (Light the way)
We keep dreaming  this feeling there's no need to hide
We just keep following the signs (Following the signs)

Here we are counting the years
As they go past it becomes even more clear
That with the life of a thousand and the strength of a mountain
Earthwalkers will never die

(Light the way)
We keep dreaming  this feeling there's no need to hide
We just keep following the signs
We give everything  everything just to feel alive (Just to feel alive)
We're following the signs that light the way (Light the way)
We keep dreaming  this feeling there's no need to hide
We just keep following the signs (Following the signs)"
